text,label
جبنا افضل,0
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to,0
حياك الله ابو عبدالله ياه شرفتنا ونورتنا الله يسلمك يا ابو عبدالرحمن وشكرا لاستضافتي الله يسلمك bankers اخوين bankers وش دخلكم في قطاع المطاعم انت واسامة,1
اللي يجيب جرة رجل جرة رجل احنا لا احنا نعتمد على الاكل هو يعتمد مختلف تماما يعني اعطيك مثال في دبي,1
مية وتسعين ريال فشيكتي انا اعطيك هذي as of yesterday حلو طيب,1
اء هي فترة الشتاء,0
من اسمه,0
فكيف يقيمها يقول وش ال ال اء ال cash flows او التدفقات النقدية,0
كل شيء سري فيه شكوى عليكم انه طلب partition وانتم ما اعطيتوهم partition,1
فال fashion branding boutique company very small company boutique مقرها في باريس في فرنسا,1
صحيح كان برضو pop up فال dq في عود,0
كنتوا تهتمون بالعميل صح كثرت فلوسكم ونسيتوا,0
urth cafe في كاليفورنيا ليش ما نجيب urth cafe,1
جولة تج تجسيرية جولة تجسيرية للجولة الجاية,0
ناديت فريق ال product عندي قلت يا ابا واحد منكم سلمته المهمة,1
شريحة سنيور ساسي ناجح ترا ماشاءالله تبارك الله,0
ماهو بنفس الوتيرة وبنفس السرعة حقت,0
واسامة ابو محمد وشريكنا ابو سلطان في ذاك الوقت,1
البنية التحتية وهي تعتمد ال الان امم,1
وكلها اغلبها مشغولة فانا لازم انتظر جهاز موجود عشان ابدا فصار فالجوال حقه نفس الجهاز اللي ياخذ الطلب همم نفسه اقولك ادفع منه,1
الاساسي اللي حينربط مع,0
لكم انتم ما شاء الله interpri عندكم ثمانطعشر فرع ليش ما,0
مبادرات كثيرة جالسين نشتغل عليها حنرجع حنسولف فيها فالاخير بس انا لسى ابغى افهم,1
كنا في زيارة مع سمو سيدي,1
المعادلة تمثل الكحول بيع الكحول فيها مقارنة,0
وكيل ل foodics وهذا هو اء,0
خدمات امنية,0
يعني يغطي تكاليفه,0
عطاني introduction على ال startup وال entrepreneurship وال evaluations والتقييم,0
اء هذي واحد الشيء الثاني هذا اول بند انه,0
اء وقته بعدين جانا,1
وابدا to hunt ال ال enterprise واروح للشركات الكبيرة اقولهم ترا انا,1
كيف الصندوق بيصير,1
ودي اني ودي انك تجي قال ok خلاص جاي,1
يعني الرؤية عشرين ثلاثين وبدات ال ال الامور توضح بوضوح كامل,1
ااء باليوم يعني لانه,0
بدا كل البناء,0
ثلاثة مليار ثلاثة ترليون دولار by twenty thirty هذي نبغى نثبتها وناكدها,1
او يجينا احد من برا ويطرح الفرصة ويطرح الفرصة,1
انت سويت breach جيت انت ما بتضيف لل brand عندنا ولا شيء لما فتح هو في قطر,1
so اتذكر يعني من ال sessions اللي كنت اجلس فيها مع سمو ولي العهد,1
ناديت فريق ال product عندي قلت يا ابا واحد منكم سلمته,0
عنده ترا وقتها ثمانطعشر فرع ماشاءالله,0
انه العلامة التجارية هذي موقعة مع شركة الماكولات العصرية,1
كلهم والله,0
خسارة فالخسارة,0
وفيه مدن اخرى ترا احنا المنطقة الجنوبية ترا حسب الدراسات,0
مبدئيا يعني كثير من,0
اء تبغى تشوف,1
فاتذكر يعني كان يقول سمو الامير انه اطلب معلومات المفروض تجيني على طول قالوا لي بعد شهرين ثلاثة,1
انا اذا باخ بدخل باخذ خمسة بالمي وش وش انا,0
ال ال الخليج والعالم يعني كل هذي البراندات اللي انتوا اليوم مسؤولين,0
اء انا ومصعب نذاكر فال قبل قبل هذي,0
الحمد لله توفقت فتحنا طال عمرك اسسنا شركة نرجع لسؤالك الاول اسسنا الشركة طال عمرك لما اتفقنا وكل شيء تم تاسيس الشركة,0
ما يكون فيه عندك كذا طراز للطائرات,1
ايه انت كذا تجربة احسن يعني ارجع انا لانه احنا انا يعني فالشركة عندنا اهم شيء من غيرتنا انه ما ارضى,1
لازم تعيد كل ال,1
فيه عشرين فريق,1
مافيه تاهيل لل لل للافراد للفرد اللي هو الحارس مافيه اي,0
يعني استثمارية,0
والكلمة تطلع تنتشر لان في ذاك الوقت ال social media ما كانت منتشرة بالانتشار هذا ما كان فيه snapchat,1
واحس انه القطاع,0
just نعبد الطريق او paving way للقطاع الخاص,0
حلو قاعد يعيد استثمار في امريكا الجنوبية,1
اللي نمشي فيه بعد الانظمة المرئية اللي موجودة فالدولة,1
سلبا على الموجودين فالسوق وش,0
فا و,0
جالسين نستمتع فالمطعم طيب اكيد نفس الشيء,0
تلعبون علينا وتاكلوننا لحوم ودجاج ودسم ايه نبغاكم انتوا وهم ياخذوا حلى ومشروب سلطات وحلى واشياء بسيطة يعني برضو السيدات يعني مافيه مافيه ربحية من وراهم لا فيه ربحية لالا الربح الربح من من وراء ظهورنا والله وجود الجميع هو اكبر ربح اكيد اكيد وهو واكبر مكسب,1
احنا بعنا لبرقرايزر و ncr ليش ما ابيع ل لباقي الناس يعني this is a,1
ال casher بس احنا قلنا خلاص انتوا طورتوا شيء يدمج الاثنين,1
السوق كبير جدا جدا جدا جدا جدا لدرجة ماتتصور انا كنت,1
فال fashion branding boutique company very small company boutique مقرها,0
ودخلته في موضوع ال,0
الى اللي هي kiosks اللي هي صغار ال,0
فقلت لهم انا بجيب لكم دخل اضافي,0
سلبا على الموجودين فالسوق وش رايك في هالكلام,1
قلت له ابو علي انا قفلت الموضوع هذا من زمان,1
طيب كانوا يشرطوا عليك,0
ماهو بنفس الوتيرة وبنفس السرعة حقت المعرض لكن فيه شيء ملفت مثلا لما نشوف,1
كان مافيه شيء اسمه كورونا كنا نسمع لس ايه في شيء,0
وكنا نشارك في سباقات فالمنطقة سوا,0
اء المطاعم اللي بعناها اغلب المطاعم اللي بعناها coffee shop coffee shop انك تجي تجلس experience مختلف,1
والبحرين ال bac وغيرها ودبي,0
طائرة سلة جري اء,0
وش الدروس اللي تقدر تهديها للناس من واقع تجربتكم فميازو كمطعم محافظ على الجودة,1
كنت يعني صراحة صعب كثير يعني كنت كل شخص,1
قلنا له هنا كانت هذي في october الفين وسبعطعش,1
و وهنا واحد منهم كان يبي,0
بقدرتنا انه نصدر know how مو بس,0
لكن لو جلست بموضوع واحد,1
فا تربطني يعني علاقة,0
يختك وين حتوقفه في رجعنا على موضوع عند بيتك,0
office في hong kong so this will,0
اء يعني اذكر فعلا انها انه كنا يعني ما ننام يعني this is انا اذكر كل اصحابي,1
تخلي ال plans,1
نسبة الحضور والمشاهدة التلفزيونية,1
كل قائد,0
فهذا من الاسباب الاساسية اللي اللي دخلنا فيها مع softbank vision fund,1
عشان مايتروعون ما,0
we have now تقريبا between fifty two thousand,0
وجدا عليه اقبال كويس و و باسعار ارخص نفس ال ingredients حقت ميازو,1
فالسعودية اكثر من الخليج رقم واحد رقم اثنين رقم اثنين تكلفة انت لمن تسوي سياسة التسعير انت تبني سياستك التسعير ليش انت تبني انه تكلفة عادة عالميا تكلفة ال ال,0
حتى وزارة,0
بحيث انه تسهلت على ال الزائر للمطعم,1
اول عميل كان كافيه اسمه,0
انه يعطي franchise,1
و بس انتظر فارس مابي افطر مافيه شيء,1
طبعا c عادة c,0
ok بس اتكلم الحين business كا pure business الربح,0
كانت هي اللي تعطي ال privacy,1
قراركم ولا كان بامكانكم توزعونه لالا احنا نبغى نستثمر لانه زي ماقلت لك فالبداية لمن شفنا,1
ال ال الشيء الثاني,1
قلنا انه فيه قطاع فيه له parameters اذا انت تكلفة العمالة عندك تمثل خمسة وثلاثين الى اربعين بالمية why لانه برا,1
انا عندي ايمان,0
basically الصندوق paved the way يعني هو اللي عبد الطريق قدام,1
لكل الاراضي,0
فحنا فالدفاتر حقتنا اربعة وخمسين مليار تم صرفها,1
لانها فالاجندة حقت السايح,1
اول شيء الفلوس دخلت فالحساب الشركة مو حساب,0
فا رحت انا اقابله وانا طالع لقيت بادر اذكر بادر,0
قوي جدا اء اء يشاركني,1
انت فالرياض وش الخطوة التالية للتوسع اروح وين ب باقي مناطق المملكة,1
كان فيه الصالات اللي موجودة وجايبين معاهم اعتقد united states sports academy مدربين في كل انواع الرياضة,1
المواسم المواسم صارت تجيب خيارات اكثر,1
و تم تاسيس واطلاق svc بدات ايه صحيح نشاطات الشركة السعودية للاستثمار الجريء,1
نبغى نكون فال internet,0
اء انا انا جدا مستمتع,0
اء الراتب جدا ضعيف,1
البراندات اللي فالمرحلة الاولى خلني اسميها انا هو سان كارلو,0
العوائد يعني كانت,0
يوافقوا عليها او يرفضوها هذي على مستوى الادارة تحت ال ال,1
انا اروح وفيه قيمة الى الوجبة حقتي اللي اكلها,1
فيعمل حساباته من البداية وقعنا,0
when its comes لل لل,1
خمسين الف,0
نبغى نكون فال,0
لا الحمدلله يعني كبرت,0
فا تكلمت مع ال previous employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال ادارة الاصول,1
one point eight billion dollars وبعدها another,0
فا لقينا الغولف,0
توصية توصية ok طيب فا صعبة ن انا اتذكر قد سولفت معك على مين اكثر جهة,1
قادر يتحمل تكلفتهم لانه عنده بند اضافي ماهو موجود عندك اللي هو الكحول طبعا فهو يادر انه بالعكس هو يبغى يجيب اكثر يبغى يتعامل اكثر ترا و و الى اخره,1
يكون لها طريقة تسجيل,1
و وشركات ضخمة وكبيرة و microsoft يا ابني انت شاطر وكذا روح ذاكر قلت,0
ايش ممكن نعرف عن,0
اكيد فيه بيكون مقابل يعني حنا شركة تجارية صندوق الاستثمارات فا لكنه استثمار ما يعتبر expense,1
خسارة فالخسارة قاعدة تزيد طبعا,1
ال average,0
royalty كان ياخذ خمسة بعدين ترتفع لخمسة ونص بعدين ترتفع لستة بالمية على حسب تطور السنين من ايراداتك من من اجمالي الايرادات,1
ترا هي ماكانت بالنظام بوضوح انه,0
وقتنا الكافي,0
او لجنة ترشيحات ممثلي,0
وفيه الشيء اللي مكتوب موجود عندنا وكلنا نعرفه,1
احنا بنوقع معك master,0
تماما مختا جديد ماله اي علاقة ولا اخذ من اي شيء والحمدلله,1
واجب وحق عليك انك,0
ارث كافيه urth cafe طال عمرك علمنا عن,0
اء حتى الاجازات الخاصة,0
ok وفيه مجموعة,0
للسعودية والامارات والبحرين وقطر,1
للامير محمد بن عبدالعزيز بس اغ,0
بعد بعد,0
اء اء لوحة تحكم الطائرات,0
فا اء,1
فبدينا بعد ذلك تحت اشراف سمو الامير,1
اذا نبغى نحط مبالغ زي كذا كبيرة,1
بعد بعد ثمانطعش بعد بالضبط الفين وسبعطعش من الفين وسبعطعش الى يومك اليوم,1
بعدين قلت طيب هذي الطلبات احنا ماحنا قاعدين نسوق لها وتجينا طلبات خاصة معينة من زباين معينين والى اخره فا طب ليش ما نبدا نفكر فيها from a business model,1
بس الشركة المحلية ترا هو متحمل,0
حتتكون ثروة لشاب في عمر مبكر,1
وبرضو رئيس مجلس ادارة صندوق الاستثمارات العامة,1
فماحنا قادرين لا,0
هذا رقم اثنين هذا رقم اثنين رقم ثلاثة ان نفس الد نفس,0
بعد فترة يجينا خبر انه وقع في الخبر,1
كيف يتم خلق الوظايف تكلمنا بداية الحديث,1
عنده foodics online يستقبل طلبات online ومع التوصيل وكل شيء فهذا هو كان الطموح,0
ماحد كثير مستثمرين يعزفون عن الاستثمار فالخبر,1
فا its not based on friends and family,0
و ورجعت له خلني اقول ال point of slae او literally شرينا point of sale جديد له,1
انه الحجم الكبير ما ينفع كمطعم كم كرسي فيه هو تقريبا ميتين كرسي,1
انا ماقدر اكرر كل يوم نفس المكان امل فنروح نجرب,1
فال vrp,0
ومانلعب فيعني,0
ال casher بس احنا قلنا خلاص,0
ست مية الف دولار ست مية الف دولار ست مية الف دولار في ممتاز هذا هو ال structure هذا ال structure انتوا الثلاثة,1
تك تكبر الشركة وكذا و بنجيب انا بقود الجولة اللي هو ابو علي,1
فانا كان عندي نية بعد ما قفلت الجولة انه ادخل في هالمجال فا ناديت في مننتصف الفين وتسعطعش,1
من الفكرة,0
ال اء المدفوعات الرقمية,1
لكن الطراز السلماني اللي هو موجود في وسط الرياض وفي حي السفارات,1
الاجهزة يمكن فالمطعم كله فيه اربعين طاولة,0
ال performance حقهم اقل و اتذكر انك,0
تعرفت على مدرس انجليزي امريكي في جامعة,0
foodics academy هدفها تعليم الناس كيف ال operation يشتغل فالمطعم,1
سعدت بهالمقابلة الله يعطيك العافية شكرا لك ابو فهد الله,0
وديناه المطاعم بس عشان يفهم single و family ويفهم انه موضوع انه احنا its dry run ماعندنا dry resturant ماعندنا هذا ماعندنا فهم,1
ال casher مع ال costumer display العرض وانت فال,0
it was supposed to be delivered في الفين واثنعش الى الان its not fully operational,1
يعطيك وقتك تتكلم يعطيك وقتك تسمع,0
هذي تضر حتى في,0
ولانهم قريبين من بعض الموسيقى كانت,0
تبغى وبدت تتعامل مع richard مباشرة حبوا ال face lift فصار ال face lift اللي احنا عملناه هذا شيء يعطي يعزز لنا ان احنا صرنا احنا نعطي التغيير,1
لدرجة انه الان صارت الشركة الام برا تبغى,0
ok و,0
على السعودية,0
يعني اه تقصد المطاعم مث يعني قصدي مثلا مجال معين مثلا لا مافي يا ح يا حقين البيتزا وقفوا ولا يا حقين البرجر وقفوا لا احب اقولك انه السوق جدا ضخم وكبير ايه,1
كيف نقدر نوصل اول شيء للم للترليون بعدين كيف نوصل الى between two to three سمو الامير مصر على three ايه trillion dollars,1
كلها بركات الصندوق الاستثمارات العامة وبالتاكيد رئاسة سمو الامير انا if it wasn’t for him none of this would have happened at all,1
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن ال liquidity من الاسباب الرجوع لها,1
ايه ومع المطارات رايح جاي فانت ماشاءالله تبارك الله ترا التنقل بين المدن فالمملكة كبيرة فا logistically انت صحيح ايه داخل المملكة بس بعيدة ماشاءالله,0
and he did an يعني انا يوم كنت فالقطاع الخاص كنت انظر كمنافس لي,0
اء واللي,0
قفلت ال ال الجولة حقت ال c الان لا قبل ايه انت قفلت a,1
لو هو مجدي حتجدد لو هو مش مجدي ما حتجدد لو مجدي,0
سمو الامير كان يتكلم على,1
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا اول شيء mega ايه mega موجودة فكل مكان اي مشروع كبير,1
اكتفاء محدودية,0
قلت له انا عادي تبي بكرا اجيك بكرا اج بكرا ادق سلف واج اج وفعلا دقيت سلف و,1
اء لعدة شركات,0
لمن جات كورونا من بعد مابعد كورونا والمعروض اللي زاد فانت انت عندك اثر,1
وذاك وذيك الفترة اتذكر انت قلت لي يمكن بس فيه ثلاثة مطاعم اللي ثلاثة مطاعم فالرياض تعتبر مطاعم بالضبط مطعم روما مثلا معروف وكلنا تعودنا عليه وربينا عليه ok,1
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا,1
امم now going back to savvy سافي فال اء فال اي,1
نفس الشيء بعد كذا شهر,1
بس مو ما رخصنا فال ingredients هي نفس ال ingredients فا بالنسبة للناس شيكتي value for,0
اذا الشركة استراتيجية بعد,0
ذقت المطعم,0
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني ال blueprint,1
وهناك ممكن يصير فيه اختلاف,1
كانها كانك راميها مكان,1
يعطيك ثقة يعطيك احترام صح yeah start up انا اعطيك اهتمام وقتها,1
اء تعتبر شركة منفصلة ايه نعم لانه شريكنا طال عمرك هو اللي دلنا على,1
بس عشان وقت وقتك ماودي اننا نطول عليك you had access i think فهد سيف already طلع معك صحيح,1
وش الفرق بين انك تستثمر مع القطاع الخاص وتدعمه يكبر وانك تاسس شركة لالا هذي الشركات قائمة ومتعثرة هممم,1
so اول شيء سويناه,1
راح وجلس طبعا ما رفضها يعني رحلة اسبوع بلاش اسبوع ايوه اسبوع بلاش الى كاليفورنيا من لندن لكاليفورنيا راح استمتع ورجع,1
الشيء الثالث اللي هو يسمونه rescue,0
يعني هي both of,0
يعني انت بديت تستثمر بش يعني بشكل ايه من اليوم بشكل جزئي بسيط لاي مجال,1
فا يعني لما تشوف هذا الاشياء كلها روشن مثلا you mentioned روشن روشن initially اكثر المظورين العقاريين,1
كيف نقدر نوصل له,1
الخطوط السعودية بالشركات الخطوط العالمية المتقدمة مثل الان,0
حنا نروح ل catering اذا انت عندك المطبخ,0
اول السرير فالسكن المشترك,0
اء وكنا نسوي,0
جيته بكرا على اني انا من الرياض ومكتبنا فالرياض بس وقتها عشان ما يخاف انك انت بعيد ومحد مهتم ايه,1
واكثر من شخص من اصحاب المعالي قالي انه الامير دقيق لدرجة تفوق يعني تفوق التخيل في مسالة اصالة التصاميم بالتاكيد وهذي احيانا تاخذ منكم وقت,1
ok ونفس ال raw material فا مافيها كلام بس تكلفة التشغيل ارخص ok اء سوينا روباتا فالدايري الشمالي في,0
to much on the details,0
فشفنا كثير شركات تدرج ايش اهم الاسماء,0
انه مناقشة score عندنا score,0
it happened انه قابلت تقابلت انا مع sama,0
بس نقل العدة ال ال الاجهزة اجهزة طبخ كانت جدا متعبة,1
وكان اكثره,0
مو شرط اللي يمشي في اي مكان او في بلد معين او في city معينة بالضروري بنفس ال design يمشي عندنا,1
اء فيه كلام كثير,0
حنا الان,0
رحت عن طريق نيويورك عشان امن نفسي اني ادخل السعودية وخلاص فالوضع كان serious,1
ماهو تطوير نوزومي ابدا ولا كان فيه في نوزومي بالعكس الا كنا شد وجذب,1
نسبة الحضور,0
تعطيه للمطعم بطريقة انيقة و و cost effectint يعني انك ما تحتاج تطبع,1
خلنا نشوف,1
ipad ipad,0
you have to impare it لازم تحطها صفر,0
مرة احلى اختراع تدري تدري يعني اسف لو قاطعتك تدري انه هذي وحدة من الاشياء اللي دايما,1
كان مافيه شيء اسمه كورونا كنا نسمع لس ايه في شيء اسمه فالصين وكذا في ديسمبر كان الفين وتسع طعش,1
versus لو اشتريته اليوم كم بيطلع اربعة مليار خمسة مليار,1
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الامير اعتمد على معلومات اكثر من راي,1
الكحول فالمطعم فقلنا طيب خلونا يلا نفكر فافكار فكرنا في افكار,0
يمنعوا ال cash cashlees وتركز,0
فا كنت في امريكا وقتها يعني اذكر في امريكا,0
و و الى اخره فيه تحمل لمجموعة من النقاط هذي,1
ترا انا عندي نظام احسن من,0
تعاملت مع محامي يعني حتى المحا حتى المحامي اللي سوا العقد,1
من الرياض الى اي مكان ثاني فالعالم,1
ونجيب مثلا من دبي ولا,0
لكن eventually we wanna do suvs لانه نبغى السيارات اكثر,1
واعتذرت منه,1
ما يستخدموا فقط الراي انه my gut feeling انه to go and buy this ولا سوا كذا,1
هو لازم يتحضر فا لما يتحضر انت قاعد تاخذ من المواد فيه تكلفة,1
group من المس ال ال entrepreneurs اللي سووا exit,1
لانه لقيناه رجل يقدر,1
و وبينما,0
foodics بس,0
خم انا يكلفني عشرة لانه يكلفني اوفر له اذا ماوفرت له سكن اعطي له بدل سكن,0
مكتب استديو قليت,0
تعالوا انتم اللي اشتغلوا,0
يعني وش اغلى من,0
بالسيارة عشر ساعات او بال truck اثنعشر ساعة,0
سنوية هذي ما فيه ما كان فيه ولا شيء من الاشياء هذي كلها ماهي موجودة,1
فيه شيء,0
wherever real estate موجودة مثلا شركات رؤى المدينة رؤى الحرم او شركات اللي جالسين نسويها الان اللي هي تطوير وسط المدن وسط المدن المطارات ايضا تطوير المطارات المطارات فال infastructure,1
اللي هي,0
للمستثمرين في هالقطاع,1
قلت والله العظيم هذي قالي طب فيه مانع ال agreement,1
بس يمكن انت رغبته من انه تعود من انه مستحي,1
في حراج تدخل تشتري الحجز حق فلان بالضبط لا نه حجزك لو بتحجز بنفسك حتلاقي بعد شهرين,0
خلنا نقول ال ال ال,0
اني محاط بفريق رائع جدا,1
و خطتنا خلال الثلاث سنوات الجاية قاعدين ندرس الفرص يعني السوق السعودي او السوق الامريكي لسا قاعدين,1
كان بالنسبة ibos قبلها ال كان سوق الاسهم,1
and maybe personally in me بالتاكيد ب اءء,0
فتحنا الفرع الدائم وقعنا ال agreement فتحنا الفرع,0
بس مو ما رخصنا فال ingredients هي نفس ال ingredients فا بالنسبة للناس شيكتي value for money,1
الاقبال في ايش دبي,0
وش اللي فوق المجلس ال اء مجلس,0
ك كل كلنا في هال هال خلني اقول منظومة ال ال ريادة الاعمال we have to give,0
قريبا جدا يعني على كلامه يعني من,0
وفوقه الملك رئيس مجلس,0
once we show him,0
احاول افهم,1
كملنا وقلنا,0
لدرجة انه الان صارت الشركة الام برا تبغى تتعامل مع richard,1
بعيد قريب عزيز غير,0
ابين الشركة كبيرة بعطيك سالفة على شركة كبيرة انه اء اء ولكن,1
احنا كانوا يوفروا المكان وبعدين نحط التصميم نجيب التصميم تنفذوا التصميم وينفذ التصميم,1
والى اخره فا كانت هي ال word of mouth هي سبب انتشار,1
يجيك رمضان كب وش نسوي كب انت شغال,0
تشوف موضوع السكن وفيه zonning للسكن وفيه وفيه اشياء هذي هذي رفعت تكاليف قلت لك,0
وش اكثر ما تحقق في محفظة القطاعات الواعدة ااء وكيف قاعدين تساهمون في تنمية الاقتصاد بدون ما,1
اء انا انا جدا مستمتع ابو فهد بس لازم انتقل لاخر جزء,1
مايقدر هو يروح يستاجر لازم انا,0
stratigec invesment اللي,0
اء معظم سكان المملكة,0
اء foodics اليوم قاعد يكبر لدرجة انه منتجات اضافية يعني مو منتج,0
اشتغل تحت اشراف سمو ولي,0
قالوا we would we like it so much,0
بنفس طبيعة المطاعم اللي,0
طيب ما سالتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من اول الاشخاص تركي النويصر samething كان جايني,1
التعرف على مصعب صح مرحلة,1
we have to disclose بشكل شهري,0
اوه طبعا من طلعته من باب السكن طلعته من باب السكن هو بدا عمل هو بدا عمل,1
خمسة بالمية عشرة بالمية يا ساتر تترا هذا اليوم مارجنكم في القطاع هذا القطا وين الفترة الذهبية الفين واربعطعش وخمسطعش لا كانت ال margins عشرين بالمية,1
وقت طويل فال planning خاصة if you want to have the right,1
ترا هذيك الايام لما نغير من ميازو الى نوزومي كثير من نوزومي الى ميازو من نوزومي الى ميازو كثير ناس قالوا,1
كانت جدا معبرة وانا كنت مبسوط مرة يعني فوق ما تخيل,1
هذا المصمم قال انتم هذا single و waste of area بعدين family انا ماني فاهم بعدين تقولي مافيه drinks كيف مطعم زي نوزومي ولا زوما هو يربط زوما,0
اء ميزة الدوري الانجليزي انه اي فريق,0
قد يكون هناك فيه قروض مدعومة,1
اختراقات او الاخلال اختراقات او الاخلال وكانت اختراقات كبيرة ماهي صغيرة انك توقع عقود وتخل بالعقد فهو مو خلل بسيط,0
ال اللي,0
كان نظام casher نظام مستودعات كان نظام طلب ال menu,1
ال spending عندهم اعلى من ال female,0
والحمدلله كانت بداية موفقة فتحتوا الفين وسبعطعش الفين في may الفين وسبعطعش فتحنا اول urth cafe اللي فالتحلية,1
فا صار,0
اء شوبك كان عنده micros,1
يعني اعلى من تسعين,1
ok وفعلا هو اول مطعم يفتح فشارع كان الشارع,0
اذا تبغى تنجح,0
يمنعوا ال cash cashlees وتركز على,1
منافس بس وش الخط الفاصل بين انك تدخل في قطاعات او,0
وماقدر اطلع منه حتى ال ever green investment المفروض انك تقدر تطلع منه,1
وش اللي فوق المجلس ال اء مجلس اء شؤون الاقتصادية والس والتنمية التنمية,1
ال knowledge صارت نقل المعرفة اليوم foodics ماهو system بسيط system,1
حتى بعض,0
فاخذ وقت الى ان نشوفه يطلع يطلع يتدرج في الطلوع متى تحولتوا الى الربحية,1
مع اه,0
لكن سمو ولي العهد and my self we were against that position نقول انه هذي فرصة تاريخية نقدر نكسب من وراها,1
ومبادلة كانوا حاطين مبلغ اقل من ذلك لا الظاهر,1
قلت لهم سووا كذا وسووا كذا مدري ايش,1
في دبي ولا,0
لانه يدخلوا مثلا مع black rock مع كل ال اء,1
اء ما داومت فيه tell you the truth لانه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية الى,1
فئة business,0
حنا نروح ل catering اذا انت عندك المطبخ مجهز,1
فا عطانا الرؤية حقته وسالته يعني انا ما ما اشتغلت ايش علاقة banker في,0
اء صندوق الصناديق لا الدكتور مازن,0
here is what i want هذا ال mandate اللي عندي,1
المشروع ما ابيع لك applications انا,0
هذي واحد الان ماشاءالله تبارك الله نسبة المشاهدة كم مرة ارتفعت,0
وقتها انا قفلت كل مشاريعي وكل اولوياتي واول اولوية اني اتعلم اتعلم وش هو ال fintech,1
المسؤولين الحكوميين يشوفون القطاع الخاص السعودي ادمن الدعم لالا سياحة,1
فا الواقع غير فهذا اول طلب مطلوب انه,1
ااء كانت محفظة,0
بس كانت دايما اقل من,0
فكلمنا مجموعة مطاعم فا صرنا,0
ان ال waiter نفسه,1
اء خلال خمس سنوات,1
ok واحد من هالاثنين فا,0
مكتب استديو قليت صاحب المكتب اسمه نوري سان ياباني,1
انت فالاكل لا انت مخزونك,0
صحيح يعني,0
فيه شيء ينقصنا مافيه شيء ينقصنا,1
ما يعني صح اكثر اغلب المحترفين يناموا بدري ويصحون بدري عشان التاهيل للسباق لكن احنا خلاص راح,0
عنصر جودة الخدمة نعم والتذبذب اللي فيه وش اكثر الاشياء اللي تاثر عليكم بحيث انكم ماتقدرن تضبطون الجودة,1
اء regardless قائدها او مح غير محلي انا جلست بهذي الادارة قبل لا ناسس فيها يمكن اكثر من سنتين ادور to the right profile,1
احنا الان بنجهز على round كبير كم يا احمد نجم نجمع لك مليون ونص دولار,1
بقيادة رائد بقيادة رائد عفوا,0
وفيليه staging ترا level جديد هذا وص و foodics وصل لمر يعني,1
ي يمسك ملف sama و sama ويقدم على الرخصة على امل انه السنة الجاية ناخذها,1
وال angel investors وال pre series a,1
ما بعد مرحلة كورونا كورونا كانت الذروة واسطات وينباع حجز lpm,1
القطاع السياحي انت سالتني long term فيه بعضها على عشر سنوات فيه بعضها الان ناخذ من,0
وتدخل حق ثلاث شهور طيب هذا,0
اء هذول اول اشخاص كانوا يشتغلوا معي كيف كيف رد عليك,0
ايه المربح,0
at some stage وصلت lucid الى,0
طيب انت فلوسك هل تثق,0
لحالك اول شيء كيف تقدر تسويها بدون اي دعم,1
موجود وهذولي هم العملاء اللي خدمتهم انت الى جاء الفين وسبعطعش صار فيه proof,1
زوجتي تزعل مني همم لانه احنا فالمطعم انا انا,1
ال complications وال features حقته,1
فالدفاتر حقتنا صفر صفر yeah فانت لما تجي,0
او يكشف,0
حنا كل المشاريع اللي ندخل فيها نقول اساسا وهذا ال اللي دايما يتكلم فيها سمو الامير رئيس المجلس سمو ولي العهد,1
هالحدثين هذولي ايش فرقوا مع foodics,1
قلت وهذا افضل model زي starbucks ابيع له,0
وانه العقد,0
كيف نقدر نوصلها ثلاثين بالمية by the way الحين نزلناها الى range between twenty to twenty five,1
فيه اتذكر يا ابو فيصل في اول مقابلة لولي العهد مع تركي الدخيل لما تكلم عن صندوق الاستثمارات العامة وانه اليوم هذا الصندوق له مجلس ادارة وله حوكمة ويتخذ القرار بي,1
ولا لاتشارك خل اجازات موظفينك في فترة الموسم لانه فيه drop ثلاثين بالمية وش,1
يعني يفرق معاك يعني سوا الصندوق السياحي دعم,0
متفهمين عارفين ان حنا شركة توها جديدة والقطاع اللي في,1
اء ال supply ارتفع مرة كثير ال supply المعروض,1
فقس على احنا في تحدي ولكن,1
طبعا حنا حاليا احنا ما عندنا اي,0
ok في ذاك,0
مع هذي,0
رحت للديوان and it wasnt للصندوق الاستثمارات العامة,1
اء اء نقاط البيع من عندنا اللي هو المدفوعات الرقمية وبعدين ياخذ قروض عن طريق foodics,0
ليش بس عشرة ليش ما توسع زيادة اء مو نحاول انه,1
فكرة الادارة هذي طال عمرك,1
فقط في مدينة وحدة,1
